Fri Oct 17 00:06:44 +0000 2014,"London,",,UK,4
Thu Oct 16 23:59:25 +0000 2014,London,,UK,2
Thu Oct 16 23:59:16 +0000 2014,Glasgow,,UK,1
Fri Oct 17 00:36:44 +0000 2014,Edinburgh,,UK,1
Thu Oct 16 23:58:14 +0000 2014,Edinburgh,,UK,1
Thu Oct 16 23:59:18 +0000 2014,BRIGHTON,,UK,1
Thu Oct 16 23:59:34 +0000 2014,Abu Dhabi,,United Arab Emirates,2
Fri Oct 17 00:33:40 +0000 2014,Reno,NV,USA,1
Fri Oct 17 00:01:23 +0000 2014,Providence, RI,USA,2
Fri Oct 17 00:08:21 +0000 2014,Portland,OR,USA,2
Fri Oct 17 00:39:37 +0000 2014,Oklahoma City,OK,USA,1
Thu Oct 16 23:59:28 +0000 2014,Gaithersburg, MD,USA,1
Fri Oct 17 00:04:06 +0000 2014,,OK,USA,1
Thu Oct 16 23:58:53 +0000 2014,Utrecht,Netherlands,"Utrecht, Netherlands",1
Fri Oct 17 00:06:57 +0000 2014,_______,,Uzbekistan,1
Fri Oct 17 00:02:39 +0000 2014,Wilmington,NC,USA,1
Fri Oct 17 00:03:22 +0000 2014,Woodinville, WA,USA,2
Thu Oct 16 23:59:04 +0000 2014,Windsor Locks,CT,USA,1
Thu Oct 16 23:59:00 +0000 2014,Wilson,NC,USA,1
Thu Oct 16 23:58:08 +0000 2014,Wilmington,NC,USA,1
Thu Oct 16 23:58:11 +0000 2014,West Henrietta,NY,USA,1
Fri Oct 17 00:32:09 +0000 2014,Wellsville,NY,USA,1
Fri Oct 17 00:00:27 +0000 2014,Washingtonian ,DC,USA,14
Thu Oct 16 23:59:41 +0000 2014,Washingtonian ,DC,USA,7
Fri Oct 17 00:03:12 +0000 2014,Warwick,RI,USA,1
Fri Oct 17 00:00:08 +0000 2014,Vermillion,SDÊ,USA,1
Fri Oct 17 00:08:36 +0000 2014,Tuscaloosa  ,AL,USA,1
Fri Oct 17 00:00:14 +0000 2014,Tulsa,OK,USA,1
Thu Oct 16 23:58:18 +0000 2014,Tulsa,OK,USA,1
Thu Oct 16 23:57:59 +0000 2014,Tampa,FL,USA,1
Fri Oct 17 00:37:45 +0000 2014,Tampa,FL,USA,3
Thu Oct 16 23:58:56 +0000 2014,"tallahassee,",FL,USA,1
Fri Oct 17 00:05:00 +0000 2014,Syracuse,NY,USA,2
Fri Oct 17 00:33:14 +0000 2014,St. Louis,MO,USA,2
Thu Oct 16 23:59:16 +0000 2014,St. Louis,MO,USA,2
Thu Oct 16 23:59:54 +0000 2014,Spokane,WA,USA,1
Thu Oct 16 23:59:53 +0000 2014,Sherrills Ford,NC,USA,1
Fri Oct 17 00:06:38 +0000 2014,Shenandoah,IA,USA,1
Fri Oct 17 00:34:37 +0000 2014,Senatobia,MS,USA,1
Thu Oct 16 23:58:09 +0000 2014,Sebastian,FL,USA,1
Fri Oct 17 00:38:46 +0000 2014,Seattle,,USA,1
Thu Oct 16 23:58:11 +0000 2014,Seattle,WA,USA,1
Fri Oct 17 00:07:19 +0000 2014,Scranton,PA,USA,1
Thu Oct 16 23:58:04 +0000 2014,Saugus,MA,USA,1
Fri Oct 17 00:02:57 +0000 2014,Santa Barbara,CA,USA,1
Fri Oct 17 00:05:58 +0000 2014,San Francisco,CA,USA,1
Thu Oct 16 23:58:12 +0000 2014,San Francisco,CA,USA,1
Thu Oct 16 23:58:18 +0000 2014,San Diego,CA,USA,1
Fri Oct 17 00:37:09 +0000 2014,San Antonio,TX,USA,1
Fri Oct 17 00:00:32 +0000 2014,Sacramento,CA,USA,1
Thu Oct 16 23:59:37 +0000 2014,Roseville,CA,USA,1
Fri Oct 17 00:00:43 +0000 2014,Riverside,CA,USA,1
Fri Oct 17 00:01:36 +0000 2014,rancho cucamonga,CA,USA,1
Thu Oct 16 23:58:07 +0000 2014,Raleigh,NC,USA,1
Fri Oct 17 00:06:32 +0000 2014,Queensbridge,NY,USA,3
Thu Oct 16 23:58:45 +0000 2014,Puyallup,WA,USA,1
Thu Oct 16 23:58:02 +0000 2014,Providence, RI,USA,1
Fri Oct 17 00:04:53 +0000 2014,Point Place, WI,USA,1
Thu Oct 16 23:58:53 +0000 2014,Plymouth,MN ,USA,1
Thu Oct 16 23:58:26 +0000 2014,Plano,TX,USA,2
Fri Oct 17 00:00:31 +0000 2014,Pittsburgh,PA,USA,3
Thu Oct 16 23:58:20 +0000 2014,Pittsburgh,PA,USA,4
Fri Oct 17 00:33:18 +0000 2014,Phoenix,AZ,USA,3
Fri Oct 17 00:31:04 +0000 2014,Philadelphia,PA,USA,4
Fri Oct 17 00:40:26 +0000 2014,Peru,IN,USA,1
Fri Oct 17 00:09:33 +0000 2014,Pensacola,FL,USA,1
Fri Oct 17 00:03:33 +0000 2014,Peculiar,MO,USA,1
Thu Oct 16 23:58:26 +0000 2014,Pasadena,MD,USA,1
Fri Oct 17 00:09:24 +0000 2014,Pasadena,CA,USA,1
Fri Oct 17 00:09:17 +0000 2014,Palm Beach,FL,USA,1
Fri Oct 17 00:05:21 +0000 2014,"Oxford, ",MS,USA,1
Fri Oct 17 00:03:31 +0000 2014,Overland Park,KS,USA,1
Thu Oct 16 23:59:52 +0000 2014,Orlando,FL,USA,4
Fri Oct 17 00:05:29 +0000 2014,Orlando,FL,USA,2
Fri Oct 17 00:04:22 +0000 2014,Omaha,NE,USA,3
Thu Oct 16 23:58:27 +0000 2014,Omaha,NE,USA,1
Fri Oct 17 00:01:45 +0000 2014,Oceanside,CA,USA,2
Fri Oct 17 00:02:59 +0000 2014,North Bethesda, MD,USA,1
Fri Oct 17 00:03:01 +0000 2014,Norfolk,VA,USA,1
Fri Oct 17 00:01:02 +0000 2014,Newbury,OHÊ,USA,1
Fri Oct 17 00:38:06 +0000 2014,New York,NY,USA,9
Thu Oct 16 23:58:30 +0000 2014,New York,NY,USA,9
Fri Oct 17 00:06:23 +0000 2014,New Orleans,LA,USA,4
Fri Oct 17 00:00:38 +0000 2014,New Hampshire,NH,USA,1
Fri Oct 17 00:38:08 +0000 2014,Nashville ,Nashville ,USA,2
Fri Oct 17 00:02:35 +0000 2014,Myrtle Beach,SC,USA,1
Thu Oct 16 23:57:42 +0000 2014,Mount Kisco,NY,USA,1
Fri Oct 17 00:04:32 +0000 2014,Morristown,TN ,USA,1
Fri Oct 17 00:30:44 +0000 2014,Morgantown,WV,USA,3
Fri Oct 17 00:41:09 +0000 2014,Minneapolis,MN,USA,2
Fri Oct 17 00:05:03 +0000 2014,Millersville,MD,USA,1
Fri Oct 17 00:00:35 +0000 2014,Miami,FL,USA,5
Fri Oct 17 00:04:54 +0000 2014,Mequon,WI,USA,1
Thu Oct 16 23:59:28 +0000 2014,Menlo Park,CA,USA,1
Fri Oct 17 00:33:53 +0000 2014,Medina,TN,USA,1
Fri Oct 17 00:00:51 +0000 2014,McKinney,TX,USA,1
Fri Oct 17 00:05:20 +0000 2014,Mansfield,OH,USA,1
Fri Oct 17 00:10:03 +0000 2014,Madison,WI,USA,1
Fri Oct 17 00:09:22 +0000 2014,Macomb,MI,USA,1
Thu Oct 16 23:58:24 +0000 2014,Louisville,KY,USA,1
Fri Oct 17 00:01:30 +0000 2014,Los Angeles,CA,USA,3
Thu Oct 16 23:59:46 +0000 2014,Los Angeles,CA,USA,5
Fri Oct 17 00:01:53 +0000 2014,Long Island,NY,USA,3
Thu Oct 16 23:59:39 +0000 2014,Long Island,NY,USA,2
Fri Oct 17 00:07:25 +0000 2014,Logan, UT,USA,1
Thu Oct 16 23:59:59 +0000 2014,Lincoln,NE,USA,1
Fri Oct 17 00:09:07 +0000 2014,Lincoln,NE,USA,1
Fri Oct 17 00:00:16 +0000 2014,Liberty,OH,USA,1
Thu Oct 16 23:58:29 +0000 2014,Lexington,KY,USA,1
Fri Oct 17 00:01:41 +0000 2014,Las Vegas,NV,USA,3
Thu Oct 16 23:58:28 +0000 2014,Las Vegas,NV,USA,5
Fri Oct 17 00:32:21 +0000 2014,Lake Tahoe,CA,USA,1
Thu Oct 16 23:58:30 +0000 2014,Jamaica,NYÊ,USA,1
Fri Oct 17 00:35:17 +0000 2014,Indianapolis, IN,USA,3
Thu Oct 16 23:58:09 +0000 2014,Indian Rocks Beach,FL,USA,1
Fri Oct 17 00:07:40 +0000 2014,Hyattsville, MD,USA,1
Thu Oct 16 23:58:11 +0000 2014,Huntsville,AL,USA,1
Fri Oct 17 00:08:43 +0000 2014,Houston,TX,USA,9
Thu Oct 16 23:59:44 +0000 2014,Houston,TX,USA,2
Fri Oct 17 00:00:38 +0000 2014,Hockessin,DE,USA,1
Thu Oct 16 23:58:50 +0000 2014,Hernando,MS,USA,1
Thu Oct 16 23:58:22 +0000 2014,Hartford,CT,USA,1
Fri Oct 17 00:04:01 +0000 2014,Hartford,CT,USA,1
Fri Oct 17 00:00:56 +0000 2014,Hampton Roads,VA,USA,2
Thu Oct 16 23:59:43 +0000 2014,Greenwich,CT,USA,1
Fri Oct 17 00:04:18 +0000 2014,Greenville,NC,USA,1
Thu Oct 16 23:58:36 +0000 2014,Greensboro,NC,USA,1
Thu Oct 16 23:58:20 +0000 2014,Grand Rapids, MI,USA,1
Fri Oct 17 00:00:15 +0000 2014,Grand Forks,ND,USA,1
Thu Oct 16 23:58:43 +0000 2014,Grafton,OH,USA,1
Thu Oct 16 23:59:18 +0000 2014,Glenwood,IL,USA,1
Thu Oct 16 23:59:31 +0000 2014,Gering,NE,USA,1
Fri Oct 17 00:05:58 +0000 2014,Gainzville,MI,USA,1
Thu Oct 16 23:58:02 +0000 2014,Fort Worth,TX,USA,1
Fri Oct 17 00:00:20 +0000 2014,El Monte,CA,USA,1
Thu Oct 16 23:58:00 +0000 2014,Edinburg, TX,USA,1
Fri Oct 17 00:01:39 +0000 2014,Dublin, CA,USA,1
Fri Oct 17 00:39:14 +0000 2014,Dry ridge,KY,USA,1
Thu Oct 16 23:59:45 +0000 2014,Detroit,MI,USA,2
Thu Oct 16 23:58:39 +0000 2014,Denver,CO,USA,2
Fri Oct 17 00:00:00 +0000 2014,Delaware,Ohio,USA,1
Fri Oct 17 00:04:11 +0000 2014,Decatur,AL,USA,1
Fri Oct 17 00:04:24 +0000 2014,Dallas,TX,USA,6
Thu Oct 16 23:58:37 +0000 2014,Dallas,TX,USA,4
Thu Oct 16 23:59:06 +0000 2014,Cornelius, NC,USA,1
Thu Oct 16 23:58:59 +0000 2014,Columbus,GA,USA,2
Fri Oct 17 00:00:07 +0000 2014,Columbus,OH,USA,2
Thu Oct 16 23:59:31 +0000 2014,Columbus,OH,USA,1
Fri Oct 17 00:35:56 +0000 2014,Columbia, MO,USA,1
Thu Oct 16 23:59:59 +0000 2014,Columbia, MO,USA,1
Fri Oct 17 00:02:56 +0000 2014,Coatesville,PA,USA,1
Fri Oct 17 00:00:07 +0000 2014,Cleveland,OH,USA,4
Fri Oct 17 00:08:20 +0000 2014,Chicago,IL,USA,6
Thu Oct 16 23:58:54 +0000 2014,Chicago,IL,USA,8
Fri Oct 17 00:00:22 +0000 2014,Chesapeake,VA,USA,1
Fri Oct 17 00:08:11 +0000 2014,Cheektowaga, NY,USA,1
Thu Oct 16 23:59:20 +0000 2014,Chattanooga,TN,USA,1
Fri Oct 17 00:05:41 +0000 2014,Charlotte,NC,USA,4
Thu Oct 16 23:59:55 +0000 2014,Cedar Rapids,IA,USA,1
Fri Oct 17 00:03:25 +0000 2014,Cedar Rapids,IA,USA,1
Fri Oct 17 00:08:09 +0000 2014,Caracas,,USA,1
Thu Oct 16 23:58:12 +0000 2014,Caracas,,USA,2
Thu Oct 16 23:58:40 +0000 2014,Brooklyn,NY,USA,3
Fri Oct 17 00:01:25 +0000 2014,Bronx,NY,USA,1
Thu Oct 16 23:58:59 +0000 2014,Boulder,CO,USA,1
Thu Oct 16 23:59:23 +0000 2014,Boston,MAÊ,USA,3
Fri Oct 17 00:00:46 +0000 2014,Boston,MA,USA,4
Thu Oct 16 23:59:17 +0000 2014,Blue Bell,PAÊ,USA,1
Thu Oct 16 23:58:10 +0000 2014,Birmingham,AL,USA,2
Fri Oct 17 00:05:48 +0000 2014,Birmingham,AL,USA,2
Fri Oct 17 00:04:13 +0000 2014,"Binghamton,",NY,USA,1
Thu Oct 16 23:58:14 +0000 2014,Bethlehem,NY,USA,1
Thu Oct 16 23:57:56 +0000 2014,Baltimore, MD,USA,1
Fri Oct 17 00:08:05 +0000 2014,Austin,TXÊ,USA,1
Thu Oct 16 23:59:02 +0000 2014,Austin, TX,USA,1
Thu Oct 16 23:58:06 +0000 2014,Aurora ,IL,USA,1
Fri Oct 17 00:02:04 +0000 2014,Atlanta,GA,USA,5
Thu Oct 16 23:59:29 +0000 2014,Athens,OH,USA,1
Fri Oct 17 00:09:54 +0000 2014,ATHENS,OH,USA,1
Fri Oct 17 00:06:16 +0000 2014,Ashland,OH,USA,1
Fri Oct 17 00:00:49 +0000 2014,Arlington, TX,USA,1
Fri Oct 17 00:36:32 +0000 2014,Ann Arbor,MI,USA,1
Thu Oct 16 23:59:44 +0000 2014,Ann Arbor,MI,USA,1
Thu Oct 16 23:58:37 +0000 2014,Angola, IN,USA,1
Fri Oct 17 00:02:55 +0000 2014,Allen,TX,USA,1
Fri Oct 17 00:03:40 +0000 2014, Derry,NH,USA,1
Thu Oct 16 23:59:21 +0000 2014,,OH,USA,1
Thu Oct 16 23:59:51 +0000 2014,,TX,USA,1
Fri Oct 17 00:05:39 +0000 2014,,,USA,4
Fri Oct 17 00:01:44 +0000 2014,,TX,USA,4
Fri Oct 17 00:04:53 +0000 2014,,TN,USA,1
Thu Oct 16 23:58:34 +0000 2014,Toledo,OH,USA,1
Fri Oct 17 00:08:45 +0000 2014,,WI,USA,
Fri Oct 17 00:34:59 +0000 2014,,AZ,USA,
Fri Oct 17 00:31:54 +0000 2014,,VA,USA,
Thu Oct 16 23:58:13 +0000 2014,,VA,USA,
Thu Oct 16 23:59:10 +0000 2014,,VA,USA,
Fri Oct 17 00:38:43 +0000 2014,,VA,USA,
Fri Oct 17 00:06:43 +0000 2014,,TX,USA,
Thu Oct 16 23:59:04 +0000 2014,,TX,USA,
Fri Oct 17 00:35:15 +0000 2014,,TX,USA,
Thu Oct 16 23:59:28 +0000 2014,,TX,USA,
Fri Oct 17 00:04:34 +0000 2014,,TX,USA,
Thu Oct 16 23:58:02 +0000 2014,,TX,USA,
Thu Oct 16 23:59:34 +0000 2014,,TX,USA,
Thu Oct 16 23:58:48 +0000 2014,,TX,USA,
Thu Oct 16 23:58:09 +0000 2014,,TX,USA,
Fri Oct 17 00:40:24 +0000 2014,,TX,USA,
Fri Oct 17 00:09:20 +0000 2014,,TX,USA,
Fri Oct 17 00:06:38 +0000 2014,,TX,USA,
Fri Oct 17 00:04:37 +0000 2014,,TX,USA,
Fri Oct 17 00:03:21 +0000 2014,,TX,USA,
Fri Oct 17 00:02:22 +0000 2014,,TX,USA,
Fri Oct 17 00:40:27 +0000 2014,,FL,USA,
Thu Oct 16 23:58:12 +0000 2014,,SC,USA,
Fri Oct 17 00:01:11 +0000 2014,,SC,USA,
Fri Oct 17 00:06:21 +0000 2014,,SC,USA,
Fri Oct 17 00:04:05 +0000 2014,,SC,USA,
Fri Oct 17 00:38:07 +0000 2014,,TX,USA,
Fri Oct 17 00:02:28 +0000 2014,,RI,USA,
Fri Oct 17 00:04:36 +0000 2014,,RI,USA,
Fri Oct 17 00:05:39 +0000 2014,,RI,USA,
Fri Oct 17 00:07:45 +0000 2014,,PA,USA,
Fri Oct 17 00:39:40 +0000 2014,,OH,USA,
Fri Oct 17 00:09:17 +0000 2014,,OH,USA,
Fri Oct 17 00:02:59 +0000 2014,,OH,USA,
Fri Oct 17 00:04:18 +0000 2014,,OH,USA,
Thu Oct 16 23:58:45 +0000 2014,,GA,USA,
Fri Oct 17 00:00:05 +0000 2014,,NV,USA,
Fri Oct 17 00:03:57 +0000 2014,,IL,USA,
Fri Oct 17 00:34:54 +0000 2014,,CA,USA,
Fri Oct 17 00:06:19 +0000 2014,,OH,USA,
Fri Oct 17 00:34:40 +0000 2014,,NC,USA,
Fri Oct 17 00:00:25 +0000 2014,,NC,USA,
Fri Oct 17 00:31:56 +0000 2014,,NJ,USA,
Fri Oct 17 00:00:27 +0000 2014,,NJ,USA,
Fri Oct 17 00:01:10 +0000 2014,,NJ,USA,
Fri Oct 17 00:05:43 +0000 2014,,NJ,USA,
Fri Oct 17 00:00:03 +0000 2014,,NJ,USA,
Fri Oct 17 00:00:07 +0000 2014,,NJ,USA,
Thu Oct 16 23:59:33 +0000 2014,,NJ,USA,
Thu Oct 16 23:59:14 +0000 2014,,NJ,USA,
Thu Oct 16 23:58:45 +0000 2014,,NJ,USA,
Fri Oct 17 00:31:01 +0000 2014,,NJ,USA,
Fri Oct 17 00:01:36 +0000 2014,,NJ,USA,
Fri Oct 17 00:02:29 +0000 2014,,NE,USA,
Fri Oct 17 00:39:06 +0000 2014,,MN ,USA,
Fri Oct 17 00:02:44 +0000 2014,,MS,USA,
Thu Oct 16 23:58:36 +0000 2014,,MD,USA,
Fri Oct 17 00:02:59 +0000 2014,,MD,USA,
Thu Oct 16 23:59:50 +0000 2014,,LA,USA,
Fri Oct 17 00:00:04 +0000 2014,,LA,USA,
Fri Oct 17 00:00:07 +0000 2014,,GA,USA,
Thu Oct 16 23:59:05 +0000 2014,,GA,USA,
Fri Oct 17 00:02:58 +0000 2014,,GA,USA,
Fri Oct 17 00:03:36 +0000 2014,,GA,USA,
Fri Oct 17 00:09:52 +0000 2014,,TX,USA,
Thu Oct 16 23:59:49 +0000 2014,,FL,USA,
Thu Oct 16 23:59:04 +0000 2014,,FL,USA,
Fri Oct 17 00:09:00 +0000 2014,,FL,USA,
Fri Oct 17 00:02:26 +0000 2014,,FL,USA,
Fri Oct 17 00:01:46 +0000 2014,,FL,USA,
Fri Oct 17 00:08:38 +0000 2014,,CO,USA,
Thu Oct 16 23:58:44 +0000 2014,,IL,USA,
Thu Oct 16 23:59:09 +0000 2014,,AZ,USA,
Thu Oct 16 23:58:57 +0000 2014,,AZ,USA,
Thu Oct 16 23:58:29 +0000 2014,,AZ,USA,
Thu Oct 16 23:58:15 +0000 2014,,AZ,USA,
Fri Oct 17 00:38:55 +0000 2014,,AZ,USA,
Fri Oct 17 00:37:52 +0000 2014,,AZ,USA,
Fri Oct 17 00:35:06 +0000 2014,,AZ,USA,
Fri Oct 17 00:08:20 +0000 2014,,AZ,USA,
Fri Oct 17 00:02:52 +0000 2014,,AZ,USA,
Fri Oct 17 00:02:26 +0000 2014,,AZ,USA,
Fri Oct 17 00:01:26 +0000 2014,,IN,USA,
Fri Oct 17 00:01:22 +0000 2014,,AZ,USA,
Fri Oct 17 00:01:03 +0000 2014,,AZ,USA,
